,startX,startY,endX,endY
207,120.269,31.4867,121.4,31.238
208,120.269,31.4867,121.478,31.2036
209,120.269,31.4867,121.467,31.3008
210,120.269,31.4867,121.412,31.1654
211,120.269,31.4867,121.536,31.2659
212,120.269,31.4867,121.425,31.2261
213,120.269,31.4867,121.703,31.1907
214,120.269,31.4867,121.533,31.2284
215,120.269,31.4867,121.577,31.2071
216,120.269,31.4867,118.803,32.1083
217,120.269,31.4867,118.795,32.0775
218,120.269,31.4867,118.907,32.105
219,120.269,31.4867,120.561,31.2472
220,120.269,31.4867,120.628,31.2864
221,120.269,31.4867,120.591,31.3019
222,120.269,31.4867,120.596,31.3264
223,120.269,31.4867,120.613,31.2703
224,120.269,31.4867,120.543,31.2994
225,120.269,31.4867,120.669,31.3097
226,120.269,31.4867,120.641,31.3708
227,120.269,31.4867,120.913,31.96
228,120.269,31.4867,120.94,31.93
229,120.269,31.4867,120.269,31.4867
230,120.275,31.6219,121.4,31.238
231,120.275,31.6219,121.478,31.2036
232,120.275,31.6219,121.467,31.3008
233,120.275,31.6219,121.412,31.1654
234,120.275,31.6219,121.536,31.2659
235,120.275,31.6219,121.425,31.2261
236,120.275,31.6219,121.703,31.1907
237,120.275,31.6219,121.533,31.2284
238,120.275,31.6219,121.577,31.2071
239,120.275,31.6219,118.803,32.1083
240,120.275,31.6219,118.795,32.0775
241,120.275,31.6219,118.907,32.105
242,120.275,31.6219,120.561,31.2472
243,120.275,31.6219,120.628,31.2864
244,120.275,31.6219,120.591,31.3019
245,120.275,31.6219,120.596,31.3264
246,120.275,31.6219,120.613,31.2703
247,120.275,31.6219,120.543,31.2994
248,120.275,31.6219,120.669,31.3097
249,120.275,31.6219,120.641,31.3708
250,120.275,31.6219,120.913,31.96
251,120.275,31.6219,120.94,31.93
252,120.275,31.6219,120.269,31.4867
253,120.275,31.6219,120.275,31.6219
254,120.242,31.5031,121.4,31.238
255,120.242,31.5031,121.478,31.2036
256,120.242,31.5031,121.467,31.3008
257,120.242,31.5031,121.412,31.1654
258,120.242,31.5031,121.536,31.2659
259,120.242,31.5031,121.425,31.2261
260,120.242,31.5031,121.703,31.1907
261,120.242,31.5031,121.533,31.2284
262,120.242,31.5031,121.577,31.2071
263,120.242,31.5031,118.803,32.1083
264,120.242,31.5031,118.795,32.0775
265,120.242,31.5031,118.907,32.105
266,120.242,31.5031,120.561,31.2472
267,120.242,31.5031,120.628,31.2864
268,120.242,31.5031,120.591,31.3019
269,120.242,31.5031,120.596,31.3264
270,120.242,31.5031,120.613,31.2703
271,120.242,31.5031,120.543,31.2994
272,120.242,31.5031,120.669,31.3097
273,120.242,31.5031,120.641,31.3708
274,120.242,31.5031,120.913,31.96
275,120.242,31.5031,120.94,31.93
276,120.242,31.5031,120.269,31.4867
277,120.242,31.5031,120.275,31.6219
278,120.242,31.5031,120.242,31.5031
279,120.354,31.5848,121.4,31.238
280,120.354,31.5848,121.478,31.2036
281,120.354,31.5848,121.467,31.3008
282,120.354,31.5848,121.412,31.1654
283,120.354,31.5848,121.536,31.2659
284,120.354,31.5848,121.425,31.2261
285,120.354,31.5848,121.703,31.1907
286,120.354,31.5848,121.533,31.2284
287,120.354,31.5848,121.577,31.2071
288,120.354,31.5848,118.803,32.1083
289,120.354,31.5848,118.795,32.0775
290,120.354,31.5848,118.907,32.105
291,120.354,31.5848,120.561,31.2472
292,120.354,31.5848,120.628,31.2864
293,120.354,31.5848,120.591,31.3019
294,120.354,31.5848,120.596,31.3264
295,120.354,31.5848,120.613,31.2703
296,120.354,31.5848,120.543,31.2994
297,120.354,31.5848,120.669,31.3097
298,120.354,31.5848,120.641,31.3708
299,120.354,31.5848,120.913,31.96
300,120.354,31.5848,120.94,31.93
301,120.354,31.5848,120.269,31.4867
302,120.354,31.5848,120.275,31.6219
303,120.354,31.5848,120.242,31.5031
304,120.354,31.5848,120.354,31.5848
305,120.354,31.5475,121.4,31.238
306,120.354,31.5475,121.478,31.2036
307,120.354,31.5475,121.467,31.3008
308,120.354,31.5475,121.412,31.1654
309,120.354,31.5475,121.536,31.2659
310,120.354,31.5475,121.425,31.2261
311,120.354,31.5475,121.703,31.1907
312,120.354,31.5475,121.533,31.2284
313,120.354,31.5475,121.577,31.2071
314,120.354,31.5475,118.803,32.1083
315,120.354,31.5475,118.795,32.0775
316,120.354,31.5475,118.907,32.105
317,120.354,31.5475,120.561,31.2472
318,120.354,31.5475,120.628,31.2864
319,120.354,31.5475,120.591,31.3019
320,120.354,31.5475,120.596,31.3264
321,120.354,31.5475,120.613,31.2703
322,120.354,31.5475,120.543,31.2994
323,120.354,31.5475,120.669,31.3097
324,120.354,31.5475,120.641,31.3708
325,120.354,31.5475,120.913,31.96
326,120.354,31.5475,120.94,31.93
327,120.354,31.5475,120.269,31.4867
328,120.354,31.5475,120.275,31.6219
329,120.354,31.5475,120.242,31.5031
330,120.354,31.5475,120.354,31.5848
331,120.354,31.5475,120.354,31.5475
332,120.245,31.5631,121.4,31.238
333,120.245,31.5631,121.478,31.2036
334,120.245,31.5631,121.467,31.3008
335,120.245,31.5631,121.412,31.1654
336,120.245,31.5631,121.536,31.2659
337,120.245,31.5631,121.425,31.2261
338,120.245,31.5631,121.703,31.1907
339,120.245,31.5631,121.533,31.2284
340,120.245,31.5631,121.577,31.2071
341,120.245,31.5631,118.803,32.1083
342,120.245,31.5631,118.795,32.0775
343,120.245,31.5631,118.907,32.105
344,120.245,31.5631,120.561,31.2472
345,120.245,31.5631,120.628,31.2864
346,120.245,31.5631,120.591,31.3019
347,120.245,31.5631,120.596,31.3264
348,120.245,31.5631,120.613,31.2703
349,120.245,31.5631,120.543,31.2994
350,120.245,31.5631,120.669,31.3097
351,120.245,31.5631,120.641,31.3708
352,120.245,31.5631,120.913,31.96
353,120.245,31.5631,120.94,31.93
354,120.245,31.5631,120.269,31.4867
355,120.245,31.5631,120.275,31.6219
356,120.245,31.5631,120.242,31.5031
357,120.245,31.5631,120.354,31.5848
358,120.245,31.5631,120.354,31.5475
359,120.245,31.5631,120.245,31.5631
360,120.288,31.6842,121.4,31.238
361,120.288,31.6842,121.478,31.2036
362,120.288,31.6842,121.467,31.3008
363,120.288,31.6842,121.412,31.1654
364,120.288,31.6842,121.536,31.2659
365,120.288,31.6842,121.425,31.2261
366,120.288,31.6842,121.703,31.1907
367,120.288,31.6842,121.533,31.2284
368,120.288,31.6842,121.577,31.2071
369,120.288,31.6842,118.803,32.1083
370,120.288,31.6842,118.795,32.0775
371,120.288,31.6842,118.907,32.105
372,120.288,31.6842,120.561,31.2472
373,120.288,31.6842,120.628,31.2864
374,120.288,31.6842,120.591,31.3019
375,120.288,31.6842,120.596,31.3264
376,120.288,31.6842,120.613,31.2703
377,120.288,31.6842,120.543,31.2994
378,120.288,31.6842,120.669,31.3097
379,120.288,31.6842,120.641,31.3708
380,120.288,31.6842,120.913,31.96
381,120.288,31.6842,120.94,31.93
382,120.288,31.6842,120.269,31.4867
383,120.288,31.6842,120.275,31.6219
384,120.288,31.6842,120.242,31.5031
385,120.288,31.6842,120.354,31.5848
386,120.288,31.6842,120.354,31.5475
387,120.288,31.6842,120.245,31.5631
388,120.288,31.6842,120.288,31.6842
389,119.996,31.7586,121.4,31.238
390,119.996,31.7586,121.478,31.2036
391,119.996,31.7586,121.467,31.3008
392,119.996,31.7586,121.412,31.1654
393,119.996,31.7586,121.536,31.2659
394,119.996,31.7586,121.425,31.2261
395,119.996,31.7586,121.703,31.1907
396,119.996,31.7586,121.533,31.2284
397,119.996,31.7586,121.577,31.2071
398,119.996,31.7586,118.803,32.1083
399,119.996,31.7586,118.795,32.0775
400,119.996,31.7586,118.907,32.105
401,119.996,31.7586,120.561,31.2472
402,119.996,31.7586,120.628,31.2864
403,119.996,31.7586,120.591,31.3019
404,119.996,31.7586,120.596,31.3264
405,119.996,31.7586,120.613,31.2703
406,119.996,31.7586,120.543,31.2994
407,119.996,31.7586,120.669,31.3097
408,119.996,31.7586,120.641,31.3708
409,119.996,31.7586,120.913,31.96
410,119.996,31.7586,120.94,31.93
411,119.996,31.7586,120.269,31.4867
412,119.996,31.7586,120.275,31.6219
413,119.996,31.7586,120.242,31.5031
414,119.996,31.7586,120.354,31.5848
415,119.996,31.7586,120.354,31.5475
416,119.996,31.7586,120.245,31.5631
417,119.996,31.7586,120.288,31.6842
418,119.996,31.7586,119.996,31.7586
419,119.935,31.7039,121.4,31.238
420,119.935,31.7039,121.478,31.2036
421,119.935,31.7039,121.467,31.3008
422,119.935,31.7039,121.412,31.1654
423,119.935,31.7039,121.536,31.2659
424,119.935,31.7039,121.425,31.2261
425,119.935,31.7039,121.533,31.2284
426,119.935,31.7039,121.577,31.2071
427,119.935,31.7039,118.803,32.1083
428,119.935,31.7039,118.795,32.0775
429,119.935,31.7039,118.907,32.105
430,119.935,31.7039,120.561,31.2472
431,119.935,31.7039,120.628,31.2864
432,119.935,31.7039,120.591,31.3019
433,119.935,31.7039,120.596,31.3264
434,119.935,31.7039,120.613,31.2703
435,119.935,31.7039,120.543,31.2994
436,119.935,31.7039,120.669,31.3097
437,119.935,31.7039,120.641,31.3708
438,119.935,31.7039,120.913,31.96
439,119.935,31.7039,120.94,31.93
440,119.935,31.7039,120.269,31.4867
441,119.935,31.7039,120.275,31.6219
442,119.935,31.7039,120.242,31.5031
443,119.935,31.7039,120.354,31.5848
444,119.935,31.7039,120.354,31.5475
445,119.935,31.7039,120.245,31.5631
446,119.935,31.7039,120.288,31.6842
447,119.935,31.7039,119.996,31.7586
448,119.935,31.7039,119.935,31.7039
449,119.905,31.9108,121.4,31.238
450,119.905,31.9108,121.478,31.2036
451,119.905,31.9108,121.467,31.3008
452,119.905,31.9108,121.412,31.1654
453,119.905,31.9108,121.536,31.2659
454,119.905,31.9108,121.425,31.2261
455,119.905,31.9108,121.533,31.2284
456,119.905,31.9108,121.577,31.2071
457,119.905,31.9108,118.803,32.1083
458,119.905,31.9108,118.795,32.0775
459,119.905,31.9108,118.907,32.105
460,119.905,31.9108,120.561,31.2472
461,119.905,31.9108,120.628,31.2864
462,119.905,31.9108,120.591,31.3019
463,119.905,31.9108,120.596,31.3264
464,119.905,31.9108,120.613,31.2703
465,119.905,31.9108,120.543,31.2994
466,119.905,31.9108,120.669,31.3097
467,119.905,31.9108,120.641,31.3708
468,119.905,31.9108,120.913,31.96
469,119.905,31.9108,120.94,31.93
470,119.905,31.9108,120.269,31.4867
471,119.905,31.9108,120.275,31.6219
472,119.905,31.9108,120.242,31.5031
473,119.905,31.9108,120.354,31.5848
474,119.905,31.9108,120.354,31.5475
475,119.905,31.9108,120.245,31.5631
476,119.905,31.9108,120.288,31.6842
477,119.905,31.9108,119.996,31.7586
478,119.905,31.9108,119.935,31.7039
479,119.905,31.9108,119.905,31.9108
480,119.68,32.1883,118.803,32.1083
481,119.68,32.1883,118.795,32.0775
482,119.68,32.1883,118.907,32.105
483,119.68,32.1883,120.561,31.2472
484,119.68,32.1883,120.628,31.2864
485,119.68,32.1883,120.591,31.3019
486,119.68,32.1883,120.596,31.3264
487,119.68,32.1883,120.613,31.2703
488,119.68,32.1883,120.543,31.2994
489,119.68,32.1883,120.669,31.3097
490,119.68,32.1883,120.641,31.3708
491,119.68,32.1883,120.913,31.96
492,119.68,32.1883,120.94,31.93
493,119.68,32.1883,120.269,31.4867
494,119.68,32.1883,120.275,31.6219
495,119.68,32.1883,120.242,31.5031
496,119.68,32.1883,120.354,31.5848
497,119.68,32.1883,120.354,31.5475
498,119.68,32.1883,120.245,31.5631
499,119.68,32.1883,120.288,31.6842
500,119.68,32.1883,119.996,31.7586
501,119.68,32.1883,119.935,31.7039
502,119.68,32.1883,119.905,31.9108
503,119.68,32.1883,119.68,32.1883
504,119.491,32.215,118.803,32.1083
505,119.491,32.215,118.795,32.0775
506,119.491,32.215,118.907,32.105
507,119.491,32.215,120.561,31.2472
508,119.491,32.215,120.628,31.2864
509,119.491,32.215,120.591,31.3019
510,119.491,32.215,120.596,31.3264
511,119.491,32.215,120.613,31.2703
512,119.491,32.215,120.543,31.2994
513,119.491,32.215,120.669,31.3097
514,119.491,32.215,120.641,31.3708
515,119.491,32.215,120.913,31.96
516,119.491,32.215,120.94,31.93
517,119.491,32.215,120.269,31.4867
518,119.491,32.215,120.275,31.6219
519,119.491,32.215,120.242,31.5031
520,119.491,32.215,120.354,31.5848
521,119.491,32.215,120.354,31.5475
522,119.491,32.215,120.245,31.5631
523,119.491,32.215,120.288,31.6842
524,119.491,32.215,119.996,31.7586
525,119.491,32.215,119.935,31.7039
526,119.491,32.215,119.905,31.9108
527,119.491,32.215,119.68,32.1883
528,119.491,32.215,119.491,32.215
529,119.43,32.1319,118.803,32.1083
530,119.43,32.1319,118.795,32.0775
531,119.43,32.1319,118.907,32.105
532,119.43,32.1319,120.561,31.2472
533,119.43,32.1319,120.628,31.2864
534,119.43,32.1319,120.591,31.3019
535,119.43,32.1319,120.596,31.3264
536,119.43,32.1319,120.613,31.2703
537,119.43,32.1319,120.543,31.2994
538,119.43,32.1319,120.669,31.3097
539,119.43,32.1319,120.641,31.3708
540,119.43,32.1319,120.913,31.96
541,119.43,32.1319,120.94,31.93
542,119.43,32.1319,120.269,31.4867
543,119.43,32.1319,120.275,31.6219
544,119.43,32.1319,120.242,31.5031
545,119.43,32.1319,120.354,31.5848
546,119.43,32.1319,120.354,31.5475
547,119.43,32.1319,120.245,31.5631
548,119.43,32.1319,120.288,31.6842
549,119.43,32.1319,119.996,31.7586
550,119.43,32.1319,119.935,31.7039
551,119.43,32.1319,119.905,31.9108
552,119.43,32.1319,119.68,32.1883
553,119.43,32.1319,119.491,32.215
554,119.43,32.1319,119.43,32.1319
555,119.9,32.4867,118.803,32.1083
556,119.9,32.4867,118.795,32.0775
557,119.9,32.4867,118.907,32.105
558,119.9,32.4867,120.561,31.2472
559,119.9,32.4867,120.628,31.2864
560,119.9,32.4867,120.591,31.3019
561,119.9,32.4867,120.596,31.3264
562,119.9,32.4867,120.613,31.2703
563,119.9,32.4867,120.543,31.2994
564,119.9,32.4867,120.669,31.3097
565,119.9,32.4867,120.641,31.3708
566,119.9,32.4867,120.913,31.96
567,119.9,32.4867,120.94,31.93
568,119.9,32.4867,120.269,31.4867
569,119.9,32.4867,120.275,31.6219
570,119.9,32.4867,120.242,31.5031
571,119.9,32.4867,120.354,31.5848
572,119.9,32.4867,120.354,31.5475
573,119.9,32.4867,120.245,31.5631
574,119.9,32.4867,120.288,31.6842
575,119.9,32.4867,119.996,31.7586
576,119.9,32.4867,119.935,31.7039
577,119.9,32.4867,119.905,31.9108
578,119.9,32.4867,119.68,32.1883
579,119.9,32.4867,119.491,32.215
580,119.9,32.4867,119.43,32.1319
581,119.9,32.4867,119.9,32.4867
582,119.9219,32.4611,118.803,32.1083
583,119.9219,32.4611,118.795,32.0775
584,119.9219,32.4611,118.907,32.105
585,119.9219,32.4611,120.561,31.2472
586,119.9219,32.4611,120.628,31.2864
587,119.9219,32.4611,120.591,31.3019
588,119.9219,32.4611,120.596,31.3264
589,119.9219,32.4611,120.613,31.2703
590,119.9219,32.4611,120.543,31.2994
591,119.9219,32.4611,120.669,31.3097
592,119.9219,32.4611,120.641,31.3708
593,119.9219,32.4611,120.913,31.96
594,119.9219,32.4611,120.94,31.93
595,119.9219,32.4611,120.269,31.4867
596,119.9219,32.4611,120.275,31.6219
597,119.9219,32.4611,120.242,31.5031
598,119.9219,32.4611,120.354,31.5848
599,119.9219,32.4611,120.354,31.5475
600,119.9219,32.4611,120.245,31.5631
601,119.9219,32.4611,120.288,31.6842
602,119.9219,32.4611,119.996,31.7586
603,119.9219,32.4611,119.935,31.7039
604,119.9219,32.4611,119.905,31.9108
605,119.9219,32.4611,119.68,32.1883
606,119.9219,32.4611,119.491,32.215
607,119.9219,32.4611,119.43,32.1319
608,119.9219,32.4611,119.9,32.4867
609,119.9219,32.4611,119.9219,32.4611
610,119.888,32.4639,118.803,32.1083
611,119.888,32.4639,118.795,32.0775
612,119.888,32.4639,118.907,32.105
613,119.888,32.4639,120.561,31.2472
614,119.888,32.4639,120.628,31.2864
615,119.888,32.4639,120.591,31.3019
616,119.888,32.4639,120.596,31.3264
617,119.888,32.4639,120.613,31.2703
618,119.888,32.4639,120.543,31.2994
619,119.888,32.4639,120.669,31.3097
620,119.888,32.4639,120.641,31.3708
621,119.888,32.4639,120.913,31.96
622,119.888,32.4639,120.94,31.93
623,119.888,32.4639,120.269,31.4867
624,119.888,32.4639,120.275,31.6219
625,119.888,32.4639,120.242,31.5031
626,119.888,32.4639,120.354,31.5848
627,119.888,32.4639,120.354,31.5475
628,119.888,32.4639,120.245,31.5631
629,119.888,32.4639,120.288,31.6842
630,119.888,32.4639,119.996,31.7586
631,119.888,32.4639,119.935,31.7039
632,119.888,32.4639,119.905,31.9108
633,119.888,32.4639,119.68,32.1883
634,119.888,32.4639,119.491,32.215
635,119.888,32.4639,119.43,32.1319
636,119.888,32.4639,119.9,32.4867
637,119.888,32.4639,119.9219,32.4611
638,119.888,32.4639,119.888,32.4639
639,119.036,33.5981,118.803,32.1083
640,119.036,33.5981,118.795,32.0775
641,119.036,33.5981,118.907,32.105
642,119.036,33.5981,119.176,34.5885
643,119.036,33.5981,119.68,32.1883
644,119.036,33.5981,119.491,32.215
645,119.036,33.5981,119.43,32.1319
646,119.036,33.5981,119.9,32.4867
647,119.036,33.5981,119.9219,32.4611
648,119.036,33.5981,119.888,32.4639
649,119.036,33.5981,119.036,33.5981
650,119.007,33.575,118.803,32.1083
651,119.007,33.575,118.795,32.0775
652,119.007,33.575,118.907,32.105
653,119.007,33.575,119.176,34.5885
654,119.007,33.575,119.68,32.1883
655,119.007,33.575,119.491,32.215
656,119.007,33.575,119.43,32.1319
657,119.007,33.575,119.9,32.4867
658,119.007,33.575,119.9219,32.4611
659,119.007,33.575,119.888,32.4639
660,119.007,33.575,119.036,33.5981
661,119.007,33.575,119.007,33.575
662,118.989,33.6067,118.803,32.1083
663,118.989,33.6067,118.795,32.0775
664,118.989,33.6067,118.907,32.105
665,118.989,33.6067,119.176,34.5885
666,118.989,33.6067,119.68,32.1883
667,118.989,33.6067,119.491,32.215
668,118.989,33.6067,119.43,32.1319
669,118.989,33.6067,119.9,32.4867
670,118.989,33.6067,119.9219,32.4611
671,118.989,33.6067,119.888,32.4639
672,118.989,33.6067,119.036,33.5981
673,118.989,33.6067,119.007,33.575
674,118.989,33.6067,118.989,33.6067
675,119.135,33.5039,118.803,32.1083
676,119.135,33.5039,118.795,32.0775
677,119.135,33.5039,118.907,32.105
678,119.135,33.5039,119.176,34.5885
679,119.135,33.5039,119.905,31.9108
680,119.135,33.5039,119.68,32.1883
681,119.135,33.5039,119.491,32.215
682,119.135,33.5039,119.43,32.1319
683,119.135,33.5039,119.9,32.4867
684,119.135,33.5039,119.9219,32.4611
685,119.135,33.5039,119.888,32.4639
686,119.135,33.5039,119.036,33.5981
687,119.135,33.5039,119.007,33.575
688,119.135,33.5039,118.989,33.6067
689,119.135,33.5039,119.135,33.5039
690,119.0122,33.627,118.803,32.1083
691,119.0122,33.627,118.795,32.0775
692,119.0122,33.627,118.907,32.105
693,119.0122,33.627,119.176,34.5885
694,119.0122,33.627,119.68,32.1883
695,119.0122,33.627,119.491,32.215
696,119.0122,33.627,119.43,32.1319
697,119.0122,33.627,119.9,32.4867
698,119.0122,33.627,119.9219,32.4611
699,119.0122,33.627,119.888,32.4639
700,119.0122,33.627,119.036,33.5981
701,119.0122,33.627,119.007,33.575
702,119.0122,33.627,118.989,33.6067
703,119.0122,33.627,119.135,33.5039
704,119.0122,33.627,119.0122,33.627
