,startX,startY,endX,endY
705,120.118,33.4022,118.907,32.105
706,120.118,33.4022,120.913,31.96
707,120.118,33.4022,120.94,31.93
708,120.118,33.4022,119.176,34.5885
709,120.118,33.4022,120.275,31.6219
710,120.118,33.4022,120.288,31.6842
711,120.118,33.4022,119.996,31.7586
712,120.118,33.4022,119.935,31.7039
713,120.118,33.4022,119.905,31.9108
714,120.118,33.4022,119.68,32.1883
715,120.118,33.4022,119.491,32.215
716,120.118,33.4022,119.43,32.1319
717,120.118,33.4022,119.9,32.4867
718,120.118,33.4022,119.9219,32.4611
719,120.118,33.4022,119.888,32.4639
720,120.118,33.4022,119.036,33.5981
721,120.118,33.4022,119.007,33.575
722,120.118,33.4022,118.989,33.6067
723,120.118,33.4022,119.135,33.5039
724,120.118,33.4022,119.0122,33.627
725,120.118,33.4022,120.118,33.4022
726,120.156,33.3942,118.907,32.105
727,120.156,33.3942,120.913,31.96
728,120.156,33.3942,120.94,31.93
729,120.156,33.3942,119.176,34.5885
730,120.156,33.3942,120.275,31.6219
731,120.156,33.3942,120.288,31.6842
732,120.156,33.3942,119.996,31.7586
733,120.156,33.3942,119.935,31.7039
734,120.156,33.3942,119.905,31.9108
735,120.156,33.3942,119.68,32.1883
736,120.156,33.3942,119.491,32.215
737,120.156,33.3942,119.43,32.1319
738,120.156,33.3942,119.9,32.4867
739,120.156,33.3942,119.9219,32.4611
740,120.156,33.3942,119.888,32.4639
741,120.156,33.3942,119.036,33.5981
742,120.156,33.3942,119.007,33.575
743,120.156,33.3942,118.989,33.6067
744,120.156,33.3942,119.135,33.5039
745,120.156,33.3942,119.0122,33.627
746,120.156,33.3942,120.118,33.4022
747,120.156,33.3942,120.156,33.3942
748,120.225,33.3947,120.913,31.96
749,120.225,33.3947,120.94,31.93
750,120.225,33.3947,119.176,34.5885
751,120.225,33.3947,120.275,31.6219
752,120.225,33.3947,120.354,31.5848
753,120.225,33.3947,120.288,31.6842
754,120.225,33.3947,119.996,31.7586
755,120.225,33.3947,119.935,31.7039
756,120.225,33.3947,119.905,31.9108
757,120.225,33.3947,119.68,32.1883
758,120.225,33.3947,119.491,32.215
759,120.225,33.3947,119.43,32.1319
760,120.225,33.3947,119.9,32.4867
761,120.225,33.3947,119.9219,32.4611
762,120.225,33.3947,119.888,32.4639
763,120.225,33.3947,119.036,33.5981
764,120.225,33.3947,119.007,33.575
765,120.225,33.3947,118.989,33.6067
766,120.225,33.3947,119.135,33.5039
767,120.225,33.3947,119.0122,33.627
768,120.225,33.3947,120.118,33.4022
769,120.225,33.3947,120.156,33.3942
770,120.225,33.3947,120.225,33.3947
771,118.2442,33.9592,119.176,34.5885
772,118.2442,33.9592,117.167,34.2761
773,118.2442,33.9592,117.192,34.2417
774,118.2442,33.9592,117.256,34.2153
775,118.2442,33.9592,117.244,34.2911
776,118.2442,33.9592,119.036,33.5981
777,118.2442,33.9592,119.007,33.575
778,118.2442,33.9592,118.989,33.6067
779,118.2442,33.9592,119.135,33.5039
780,118.2442,33.9592,119.0122,33.627
781,118.2442,33.9592,118.2442,33.9592
782,118.3214,33.9506,119.176,34.5885
783,118.3214,33.9506,117.167,34.2761
784,118.3214,33.9506,117.192,34.2417
785,118.3214,33.9506,117.256,34.2153
786,118.3214,33.9506,117.244,34.2911
787,118.3214,33.9506,119.036,33.5981
788,118.3214,33.9506,119.007,33.575
789,118.3214,33.9506,118.989,33.6067
790,118.3214,33.9506,119.135,33.5039
791,118.3214,33.9506,119.0122,33.627
792,118.3214,33.9506,118.2442,33.9592
793,118.3214,33.9506,118.3214,33.9506
794,120.211,30.21,121.4,31.238
795,120.211,30.21,121.478,31.2036
796,120.211,30.21,121.467,31.3008
797,120.211,30.21,121.412,31.1654
798,120.211,30.21,121.536,31.2659
799,120.211,30.21,121.425,31.2261
800,120.211,30.21,121.703,31.1907
801,120.211,30.21,121.533,31.2284
802,120.211,30.21,121.577,31.2071
803,120.211,30.21,120.561,31.2472
804,120.211,30.21,120.628,31.2864
805,120.211,30.21,120.591,31.3019
806,120.211,30.21,120.596,31.3264
807,120.211,30.21,120.613,31.2703
808,120.211,30.21,120.543,31.2994
809,120.211,30.21,120.669,31.3097
810,120.211,30.21,120.641,31.3708
811,120.211,30.21,120.269,31.4867
812,120.211,30.21,120.275,31.6219
813,120.211,30.21,120.242,31.5031
814,120.211,30.21,120.354,31.5848
815,120.211,30.21,120.354,31.5475
816,120.211,30.21,120.245,31.5631
817,120.211,30.21,120.288,31.6842
818,120.211,30.21,119.996,31.7586
819,120.211,30.21,119.935,31.7039
820,120.211,30.21,119.905,31.9108
821,120.211,30.21,120.211,30.21
822,120.063,30.2747,121.4,31.238
823,120.063,30.2747,121.478,31.2036
824,120.063,30.2747,121.467,31.3008
825,120.063,30.2747,121.412,31.1654
826,120.063,30.2747,121.536,31.2659
827,120.063,30.2747,121.425,31.2261
828,120.063,30.2747,121.533,31.2284
829,120.063,30.2747,121.577,31.2071
830,120.063,30.2747,120.561,31.2472
831,120.063,30.2747,120.628,31.2864
832,120.063,30.2747,120.591,31.3019
833,120.063,30.2747,120.596,31.3264
834,120.063,30.2747,120.613,31.2703
835,120.063,30.2747,120.543,31.2994
836,120.063,30.2747,120.669,31.3097
837,120.063,30.2747,120.641,31.3708
838,120.063,30.2747,120.269,31.4867
839,120.063,30.2747,120.275,31.6219
840,120.063,30.2747,120.242,31.5031
841,120.063,30.2747,120.354,31.5848
842,120.063,30.2747,120.354,31.5475
843,120.063,30.2747,120.245,31.5631
844,120.063,30.2747,120.288,31.6842
845,120.063,30.2747,119.996,31.7586
846,120.063,30.2747,119.935,31.7039
847,120.063,30.2747,119.905,31.9108
848,120.063,30.2747,120.211,30.21
849,120.063,30.2747,120.063,30.2747
850,120.348,30.3058,121.4,31.238
851,120.348,30.3058,121.478,31.2036
852,120.348,30.3058,121.467,31.3008
853,120.348,30.3058,121.412,31.1654
854,120.348,30.3058,121.536,31.2659
855,120.348,30.3058,121.425,31.2261
856,120.348,30.3058,121.703,31.1907
857,120.348,30.3058,121.533,31.2284
858,120.348,30.3058,121.577,31.2071
859,120.348,30.3058,120.561,31.2472
860,120.348,30.3058,120.628,31.2864
861,120.348,30.3058,120.591,31.3019
862,120.348,30.3058,120.596,31.3264
863,120.348,30.3058,120.613,31.2703
864,120.348,30.3058,120.543,31.2994
865,120.348,30.3058,120.669,31.3097
866,120.348,30.3058,120.641,31.3708
867,120.348,30.3058,120.913,31.96
868,120.348,30.3058,120.94,31.93
869,120.348,30.3058,120.269,31.4867
870,120.348,30.3058,120.275,31.6219
871,120.348,30.3058,120.242,31.5031
872,120.348,30.3058,120.354,31.5848
873,120.348,30.3058,120.354,31.5475
874,120.348,30.3058,120.245,31.5631
875,120.348,30.3058,120.288,31.6842
876,120.348,30.3058,119.996,31.7586
877,120.348,30.3058,119.935,31.7039
878,120.348,30.3058,119.905,31.9108
879,120.348,30.3058,120.211,30.21
880,120.348,30.3058,120.063,30.2747
881,120.348,30.3058,120.348,30.3058
882,120.127,30.2456,121.4,31.238
883,120.127,30.2456,121.478,31.2036
884,120.127,30.2456,121.467,31.3008
885,120.127,30.2456,121.412,31.1654
886,120.127,30.2456,121.536,31.2659
887,120.127,30.2456,121.425,31.2261
888,120.127,30.2456,121.533,31.2284
889,120.127,30.2456,121.577,31.2071
890,120.127,30.2456,120.561,31.2472
891,120.127,30.2456,120.628,31.2864
892,120.127,30.2456,120.591,31.3019
893,120.127,30.2456,120.596,31.3264
894,120.127,30.2456,120.613,31.2703
895,120.127,30.2456,120.543,31.2994
896,120.127,30.2456,120.669,31.3097
897,120.127,30.2456,120.641,31.3708
898,120.127,30.2456,120.269,31.4867
899,120.127,30.2456,120.275,31.6219
900,120.127,30.2456,120.242,31.5031
901,120.127,30.2456,120.354,31.5848
902,120.127,30.2456,120.354,31.5475
903,120.127,30.2456,120.245,31.5631
904,120.127,30.2456,120.288,31.6842
905,120.127,30.2456,119.996,31.7586
906,120.127,30.2456,119.935,31.7039
907,120.127,30.2456,119.905,31.9108
908,120.127,30.2456,120.211,30.21
909,120.127,30.2456,120.063,30.2747
910,120.127,30.2456,120.348,30.3058
911,120.127,30.2456,120.127,30.2456
912,120.19,30.2692,121.4,31.238
913,120.19,30.2692,121.478,31.2036
914,120.19,30.2692,121.467,31.3008
915,120.19,30.2692,121.412,31.1654
916,120.19,30.2692,121.536,31.2659
917,120.19,30.2692,121.425,31.2261
918,120.19,30.2692,121.703,31.1907
919,120.19,30.2692,121.533,31.2284
920,120.19,30.2692,121.577,31.2071
921,120.19,30.2692,120.561,31.2472
922,120.19,30.2692,120.628,31.2864
923,120.19,30.2692,120.591,31.3019
924,120.19,30.2692,120.596,31.3264
925,120.19,30.2692,120.613,31.2703
926,120.19,30.2692,120.543,31.2994
927,120.19,30.2692,120.669,31.3097
928,120.19,30.2692,120.641,31.3708
929,120.19,30.2692,120.269,31.4867
930,120.19,30.2692,120.275,31.6219
931,120.19,30.2692,120.242,31.5031
932,120.19,30.2692,120.354,31.5848
933,120.19,30.2692,120.354,31.5475
934,120.19,30.2692,120.245,31.5631
935,120.19,30.2692,120.288,31.6842
936,120.19,30.2692,119.996,31.7586
937,120.19,30.2692,119.935,31.7039
938,120.19,30.2692,119.905,31.9108
939,120.19,30.2692,120.211,30.21
940,120.19,30.2692,120.063,30.2747
941,120.19,30.2692,120.348,30.3058
942,120.19,30.2692,120.127,30.2456
943,120.19,30.2692,120.19,30.2692
944,120.157,30.2897,121.4,31.238
945,120.157,30.2897,121.478,31.2036
946,120.157,30.2897,121.467,31.3008
947,120.157,30.2897,121.412,31.1654
948,120.157,30.2897,121.536,31.2659
949,120.157,30.2897,121.425,31.2261
950,120.157,30.2897,121.703,31.1907
951,120.157,30.2897,121.533,31.2284
952,120.157,30.2897,121.577,31.2071
953,120.157,30.2897,120.561,31.2472
954,120.157,30.2897,120.628,31.2864
955,120.157,30.2897,120.591,31.3019
956,120.157,30.2897,120.596,31.3264
957,120.157,30.2897,120.613,31.2703
958,120.157,30.2897,120.543,31.2994
959,120.157,30.2897,120.669,31.3097
960,120.157,30.2897,120.641,31.3708
961,120.157,30.2897,120.94,31.93
962,120.157,30.2897,120.269,31.4867
963,120.157,30.2897,120.275,31.6219
964,120.157,30.2897,120.242,31.5031
965,120.157,30.2897,120.354,31.5848
966,120.157,30.2897,120.354,31.5475
967,120.157,30.2897,120.245,31.5631
968,120.157,30.2897,120.288,31.6842
969,120.157,30.2897,119.996,31.7586
970,120.157,30.2897,119.935,31.7039
971,120.157,30.2897,119.905,31.9108
972,120.157,30.2897,120.211,30.21
973,120.157,30.2897,120.063,30.2747
974,120.157,30.2897,120.348,30.3058
975,120.157,30.2897,120.127,30.2456
976,120.157,30.2897,120.19,30.2692
977,120.157,30.2897,120.157,30.2897
978,120.12,30.3119,121.4,31.238
979,120.12,30.3119,121.478,31.2036
980,120.12,30.3119,121.467,31.3008
981,120.12,30.3119,121.412,31.1654
982,120.12,30.3119,121.536,31.2659
983,120.12,30.3119,121.425,31.2261
984,120.12,30.3119,121.703,31.1907
985,120.12,30.3119,121.533,31.2284
986,120.12,30.3119,121.577,31.2071
987,120.12,30.3119,120.561,31.2472
988,120.12,30.3119,120.628,31.2864
989,120.12,30.3119,120.591,31.3019
990,120.12,30.3119,120.596,31.3264
991,120.12,30.3119,120.613,31.2703
992,120.12,30.3119,120.543,31.2994
993,120.12,30.3119,120.669,31.3097
994,120.12,30.3119,120.641,31.3708
995,120.12,30.3119,120.94,31.93
996,120.12,30.3119,120.269,31.4867
997,120.12,30.3119,120.275,31.6219
998,120.12,30.3119,120.242,31.5031
999,120.12,30.3119,120.354,31.5848
1000,120.12,30.3119,120.354,31.5475
1001,120.12,30.3119,120.245,31.5631
1002,120.12,30.3119,120.288,31.6842
1003,120.12,30.3119,119.996,31.7586
1004,120.12,30.3119,119.935,31.7039
1005,120.12,30.3119,119.905,31.9108
1006,120.12,30.3119,120.211,30.21
1007,120.12,30.3119,120.063,30.2747
1008,120.12,30.3119,120.348,30.3058
1009,120.12,30.3119,120.127,30.2456
1010,120.12,30.3119,120.19,30.2692
1011,120.12,30.3119,120.157,30.2897
1012,120.12,30.3119,120.12,30.3119
1013,120.301,30.4183,121.4,31.238
1014,120.301,30.4183,121.478,31.2036
1015,120.301,30.4183,121.467,31.3008
1016,120.301,30.4183,121.412,31.1654
1017,120.301,30.4183,121.536,31.2659
1018,120.301,30.4183,121.425,31.2261
1019,120.301,30.4183,121.703,31.1907
1020,120.301,30.4183,121.533,31.2284
1021,120.301,30.4183,121.577,31.2071
1022,120.301,30.4183,120.561,31.2472
1023,120.301,30.4183,120.628,31.2864
1024,120.301,30.4183,120.591,31.3019
1025,120.301,30.4183,120.596,31.3264
1026,120.301,30.4183,120.613,31.2703
1027,120.301,30.4183,120.543,31.2994
1028,120.301,30.4183,120.669,31.3097
1029,120.301,30.4183,120.641,31.3708
1030,120.301,30.4183,120.913,31.96
1031,120.301,30.4183,120.94,31.93
1032,120.301,30.4183,120.269,31.4867
1033,120.301,30.4183,120.275,31.6219
1034,120.301,30.4183,120.242,31.5031
1035,120.301,30.4183,120.354,31.5848
1036,120.301,30.4183,120.354,31.5475
1037,120.301,30.4183,120.245,31.5631
1038,120.301,30.4183,120.288,31.6842
1039,120.301,30.4183,119.996,31.7586
1040,120.301,30.4183,119.935,31.7039
1041,120.301,30.4183,119.905,31.9108
1042,120.301,30.4183,120.211,30.21
1043,120.301,30.4183,120.063,30.2747
1044,120.301,30.4183,120.348,30.3058
1045,120.301,30.4183,120.127,30.2456
1046,120.301,30.4183,120.19,30.2692
1047,120.301,30.4183,120.157,30.2897
1048,120.301,30.4183,120.12,30.3119
1049,120.301,30.4183,120.301,30.4183
1050,120.27,30.1819,121.4,31.238
1051,120.27,30.1819,121.478,31.2036
1052,120.27,30.1819,121.467,31.3008
1053,120.27,30.1819,121.412,31.1654
1054,120.27,30.1819,121.536,31.2659
1055,120.27,30.1819,121.425,31.2261
1056,120.27,30.1819,121.703,31.1907
1057,120.27,30.1819,121.533,31.2284
1058,120.27,30.1819,121.577,31.2071
1059,120.27,30.1819,120.561,31.2472
1060,120.27,30.1819,120.628,31.2864
1061,120.27,30.1819,120.591,31.3019
1062,120.27,30.1819,120.596,31.3264
1063,120.27,30.1819,120.613,31.2703
1064,120.27,30.1819,120.543,31.2994
1065,120.27,30.1819,120.669,31.3097
1066,120.27,30.1819,120.641,31.3708
1067,120.27,30.1819,120.269,31.4867
1068,120.27,30.1819,120.275,31.6219
1069,120.27,30.1819,120.242,31.5031
1070,120.27,30.1819,120.354,31.5848
1071,120.27,30.1819,120.354,31.5475
1072,120.27,30.1819,120.245,31.5631
1073,120.27,30.1819,120.288,31.6842
1074,120.27,30.1819,119.996,31.7586
1075,120.27,30.1819,119.935,31.7039
1076,120.27,30.1819,119.905,31.9108
1077,120.27,30.1819,120.211,30.21
1078,120.27,30.1819,120.063,30.2747
1079,120.27,30.1819,120.348,30.3058
1080,120.27,30.1819,120.127,30.2456
1081,120.27,30.1819,120.19,30.2692
1082,120.27,30.1819,120.157,30.2897
1083,120.27,30.1819,120.12,30.3119
1084,120.27,30.1819,120.301,30.4183
1085,120.27,30.1819,120.27,30.1819
1086,120.088,30.1808,121.4,31.238
1087,120.088,30.1808,121.478,31.2036
1088,120.088,30.1808,121.467,31.3008
1089,120.088,30.1808,121.412,31.1654
1090,120.088,30.1808,121.536,31.2659
1091,120.088,30.1808,121.425,31.2261
1092,120.088,30.1808,121.533,31.2284
1093,120.088,30.1808,121.577,31.2071
1094,120.088,30.1808,120.561,31.2472
1095,120.088,30.1808,120.628,31.2864
1096,120.088,30.1808,120.591,31.3019
1097,120.088,30.1808,120.596,31.3264
1098,120.088,30.1808,120.613,31.2703
1099,120.088,30.1808,120.543,31.2994
1100,120.088,30.1808,120.669,31.3097
1101,120.088,30.1808,120.641,31.3708
1102,120.088,30.1808,120.269,31.4867
1103,120.088,30.1808,120.275,31.6219
1104,120.088,30.1808,120.242,31.5031
1105,120.088,30.1808,120.354,31.5848
1106,120.088,30.1808,120.354,31.5475
1107,120.088,30.1808,120.245,31.5631
1108,120.088,30.1808,120.288,31.6842
1109,120.088,30.1808,119.996,31.7586
1110,120.088,30.1808,119.935,31.7039
1111,120.088,30.1808,119.905,31.9108
1112,120.088,30.1808,120.211,30.21
1113,120.088,30.1808,120.063,30.2747
1114,120.088,30.1808,120.348,30.3058
1115,120.088,30.1808,120.127,30.2456
1116,120.088,30.1808,120.19,30.2692
1117,120.088,30.1808,120.157,30.2897
1118,120.088,30.1808,120.12,30.3119
1119,120.088,30.1808,120.301,30.4183
1120,120.088,30.1808,120.27,30.1819
1121,120.088,30.1808,120.088,30.1808
1122,121.836,29.9108,121.4,31.238
1123,121.836,29.9108,121.478,31.2036
1124,121.836,29.9108,121.467,31.3008
1125,121.836,29.9108,121.412,31.1654
1126,121.836,29.9108,121.536,31.2659
1127,121.836,29.9108,121.425,31.2261
1128,121.836,29.9108,121.703,31.1907
1129,121.836,29.9108,121.533,31.2284
1130,121.836,29.9108,121.577,31.2071
1131,121.836,29.9108,120.211,30.21
1132,121.836,29.9108,120.063,30.2747
1133,121.836,29.9108,120.348,30.3058
1134,121.836,29.9108,120.127,30.2456
1135,121.836,29.9108,120.19,30.2692
1136,121.836,29.9108,120.157,30.2897
1137,121.836,29.9108,120.12,30.3119
1138,121.836,29.9108,120.301,30.4183
1139,121.836,29.9108,120.27,30.1819
1140,121.836,29.9108,120.088,30.1808
1141,121.836,29.9108,121.836,29.9108
1142,121.56,29.8208,121.4,31.238
1143,121.56,29.8208,121.478,31.2036
1144,121.56,29.8208,121.467,31.3008
1145,121.56,29.8208,121.412,31.1654
1146,121.56,29.8208,121.536,31.2659
1147,121.56,29.8208,121.425,31.2261
1148,121.56,29.8208,121.703,31.1907
1149,121.56,29.8208,121.533,31.2284
1150,121.56,29.8208,121.577,31.2071
1151,121.56,29.8208,120.561,31.2472
1152,121.56,29.8208,120.628,31.2864
1153,121.56,29.8208,120.591,31.3019
1154,121.56,29.8208,120.596,31.3264
1155,121.56,29.8208,120.613,31.2703
1156,121.56,29.8208,120.543,31.2994
1157,121.56,29.8208,120.669,31.3097
1158,121.56,29.8208,120.641,31.3708
1159,121.56,29.8208,120.211,30.21
1160,121.56,29.8208,120.063,30.2747
1161,121.56,29.8208,120.348,30.3058
1162,121.56,29.8208,120.127,30.2456
1163,121.56,29.8208,120.19,30.2692
1164,121.56,29.8208,120.157,30.2897
1165,121.56,29.8208,120.12,30.3119
1166,121.56,29.8208,120.301,30.4183
1167,121.56,29.8208,120.27,30.1819
1168,121.56,29.8208,120.088,30.1808
1169,121.56,29.8208,121.836,29.9108
1170,121.56,29.8208,121.56,29.8208
1171,121.713,29.9572,121.4,31.238
1172,121.713,29.9572,121.478,31.2036
1173,121.713,29.9572,121.467,31.3008
1174,121.713,29.9572,121.412,31.1654
1175,121.713,29.9572,121.536,31.2659
1176,121.713,29.9572,121.425,31.2261
1177,121.713,29.9572,121.703,31.1907
1178,121.713,29.9572,121.533,31.2284
1179,121.713,29.9572,121.577,31.2071
1180,121.713,29.9572,120.561,31.2472
1181,121.713,29.9572,120.628,31.2864
1182,121.713,29.9572,120.591,31.3019
1183,121.713,29.9572,120.596,31.3264
1184,121.713,29.9572,120.613,31.2703
1185,121.713,29.9572,120.543,31.2994
1186,121.713,29.9572,120.669,31.3097
1187,121.713,29.9572,120.641,31.3708
1188,121.713,29.9572,120.211,30.21
1189,121.713,29.9572,120.063,30.2747
1190,121.713,29.9572,120.348,30.3058
1191,121.713,29.9572,120.127,30.2456
1192,121.713,29.9572,120.19,30.2692
1193,121.713,29.9572,120.157,30.2897
1194,121.713,29.9572,120.12,30.3119
1195,121.713,29.9572,120.301,30.4183
1196,121.713,29.9572,120.27,30.1819
1197,121.713,29.9572,120.088,30.1808
1198,121.713,29.9572,121.836,29.9108
1199,121.713,29.9572,121.56,29.8208
1200,121.713,29.9572,121.713,29.9572
1201,121.554,29.8906,121.4,31.238
1202,121.554,29.8906,121.478,31.2036
1203,121.554,29.8906,121.467,31.3008
1204,121.554,29.8906,121.412,31.1654
1205,121.554,29.8906,121.536,31.2659
1206,121.554,29.8906,121.425,31.2261
1207,121.554,29.8906,121.703,31.1907
1208,121.554,29.8906,121.533,31.2284
1209,121.554,29.8906,121.577,31.2071
1210,121.554,29.8906,120.561,31.2472
1211,121.554,29.8906,120.628,31.2864
1212,121.554,29.8906,120.591,31.3019
1213,121.554,29.8906,120.596,31.3264
1214,121.554,29.8906,120.613,31.2703
1215,121.554,29.8906,120.543,31.2994
1216,121.554,29.8906,120.669,31.3097
1217,121.554,29.8906,120.641,31.3708
1218,121.554,29.8906,120.211,30.21
1219,121.554,29.8906,120.063,30.2747
1220,121.554,29.8906,120.348,30.3058
1221,121.554,29.8906,120.127,30.2456
1222,121.554,29.8906,120.19,30.2692
1223,121.554,29.8906,120.157,30.2897
1224,121.554,29.8906,120.12,30.3119
1225,121.554,29.8906,120.301,30.4183
1226,121.554,29.8906,120.27,30.1819
1227,121.554,29.8906,120.088,30.1808
1228,121.554,29.8906,121.836,29.9108
1229,121.554,29.8906,121.56,29.8208
1230,121.554,29.8906,121.713,29.9572
1231,121.554,29.8906,121.554,29.8906
1232,121.633,29.7736,121.4,31.238
1233,121.633,29.7736,121.478,31.2036
1234,121.633,29.7736,121.467,31.3008
1235,121.633,29.7736,121.412,31.1654
1236,121.633,29.7736,121.536,31.2659
1237,121.633,29.7736,121.425,31.2261
1238,121.633,29.7736,121.703,31.1907
1239,121.633,29.7736,121.533,31.2284
1240,121.633,29.7736,121.577,31.2071
1241,121.633,29.7736,120.628,31.2864
1242,121.633,29.7736,120.613,31.2703
1243,121.633,29.7736,120.669,31.3097
1244,121.633,29.7736,120.211,30.21
1245,121.633,29.7736,120.063,30.2747
1246,121.633,29.7736,120.348,30.3058
1247,121.633,29.7736,120.127,30.2456
1248,121.633,29.7736,120.19,30.2692
1249,121.633,29.7736,120.157,30.2897
1250,121.633,29.7736,120.12,30.3119
1251,121.633,29.7736,120.301,30.4183
1252,121.633,29.7736,120.27,30.1819
1253,121.633,29.7736,120.088,30.1808
1254,121.633,29.7736,121.836,29.9108
1255,121.633,29.7736,121.56,29.8208
1256,121.633,29.7736,121.713,29.9572
1257,121.633,29.7736,121.554,29.8906
1258,121.633,29.7736,121.633,29.7736
1259,121.586,29.8633,121.4,31.238
1260,121.586,29.8633,121.478,31.2036
1261,121.586,29.8633,121.467,31.3008
1262,121.586,29.8633,121.412,31.1654
1263,121.586,29.8633,121.536,31.2659
1264,121.586,29.8633,121.425,31.2261
1265,121.586,29.8633,121.703,31.1907
1266,121.586,29.8633,121.533,31.2284
1267,121.586,29.8633,121.577,31.2071
1268,121.586,29.8633,120.561,31.2472
1269,121.586,29.8633,120.628,31.2864
1270,121.586,29.8633,120.591,31.3019
1271,121.586,29.8633,120.596,31.3264
1272,121.586,29.8633,120.613,31.2703
1273,121.586,29.8633,120.543,31.2994
1274,121.586,29.8633,120.669,31.3097
1275,121.586,29.8633,120.641,31.3708
1276,121.586,29.8633,120.211,30.21
1277,121.586,29.8633,120.063,30.2747
1278,121.586,29.8633,120.348,30.3058
1279,121.586,29.8633,120.127,30.2456
1280,121.586,29.8633,120.19,30.2692
1281,121.586,29.8633,120.157,30.2897
1282,121.586,29.8633,120.12,30.3119
1283,121.586,29.8633,120.301,30.4183
1284,121.586,29.8633,120.27,30.1819
1285,121.586,29.8633,120.088,30.1808
1286,121.586,29.8633,121.836,29.9108
1287,121.586,29.8633,121.56,29.8208
1288,121.586,29.8633,121.713,29.9572
1289,121.586,29.8633,121.554,29.8906
1290,121.586,29.8633,121.633,29.7736
1291,121.586,29.8633,121.586,29.8633
1292,121.524,29.8506,121.4,31.238
1293,121.524,29.8506,121.478,31.2036
1294,121.524,29.8506,121.467,31.3008
1295,121.524,29.8506,121.412,31.1654
1296,121.524,29.8506,121.536,31.2659
1297,121.524,29.8506,121.425,31.2261
1298,121.524,29.8506,121.703,31.1907
1299,121.524,29.8506,121.533,31.2284
1300,121.524,29.8506,121.577,31.2071
1301,121.524,29.8506,120.561,31.2472
1302,121.524,29.8506,120.628,31.2864
1303,121.524,29.8506,120.591,31.3019
1304,121.524,29.8506,120.596,31.3264
1305,121.524,29.8506,120.613,31.2703
1306,121.524,29.8506,120.543,31.2994
1307,121.524,29.8506,120.669,31.3097
1308,121.524,29.8506,120.641,31.3708
1309,121.524,29.8506,120.211,30.21
1310,121.524,29.8506,120.063,30.2747
1311,121.524,29.8506,120.348,30.3058
1312,121.524,29.8506,120.127,30.2456
1313,121.524,29.8506,120.19,30.2692
1314,121.524,29.8506,120.157,30.2897
1315,121.524,29.8506,120.12,30.3119
1316,121.524,29.8506,120.301,30.4183
1317,121.524,29.8506,120.27,30.1819
1318,121.524,29.8506,120.088,30.1808
1319,121.524,29.8506,121.836,29.9108
1320,121.524,29.8506,121.56,29.8208
1321,121.524,29.8506,121.713,29.9572
1322,121.524,29.8506,121.554,29.8906
1323,121.524,29.8506,121.633,29.7736
1324,121.524,29.8506,121.586,29.8633
1325,121.524,29.8506,121.524,29.8506
1326,120.677,27.9939,120.677,27.9939
1327,120.671,28.0167,120.677,27.9939
1328,120.671,28.0167,120.671,28.0167
1329,120.598,30.0911,121.4,31.238
1330,120.598,30.0911,121.478,31.2036
1331,120.598,30.0911,121.467,31.3008
1332,120.598,30.0911,121.412,31.1654
1333,120.598,30.0911,121.536,31.2659
1334,120.598,30.0911,121.425,31.2261
1335,120.598,30.0911,121.703,31.1907
1336,120.598,30.0911,121.533,31.2284
1337,120.598,30.0911,121.577,31.2071
1338,120.598,30.0911,120.561,31.2472
1339,120.598,30.0911,120.628,31.2864
1340,120.598,30.0911,120.591,31.3019
1341,120.598,30.0911,120.596,31.3264
1342,120.598,30.0911,120.613,31.2703
1343,120.598,30.0911,120.543,31.2994
1344,120.598,30.0911,120.669,31.3097
1345,120.598,30.0911,120.641,31.3708
1346,120.598,30.0911,120.269,31.4867
1347,120.598,30.0911,120.275,31.6219
1348,120.598,30.0911,120.242,31.5031
1349,120.598,30.0911,120.354,31.5848
1350,120.598,30.0911,120.354,31.5475
1351,120.598,30.0911,120.245,31.5631
1352,120.598,30.0911,120.288,31.6842
1353,120.598,30.0911,119.996,31.7586
1354,120.598,30.0911,119.935,31.7039
1355,120.598,30.0911,120.211,30.21
1356,120.598,30.0911,120.063,30.2747
1357,120.598,30.0911,120.348,30.3058
1358,120.598,30.0911,120.127,30.2456
1359,120.598,30.0911,120.19,30.2692
1360,120.598,30.0911,120.157,30.2897
1361,120.598,30.0911,120.12,30.3119
1362,120.598,30.0911,120.301,30.4183
1363,120.598,30.0911,120.27,30.1819
1364,120.598,30.0911,120.088,30.1808
1365,120.598,30.0911,121.836,29.9108
1366,120.598,30.0911,121.56,29.8208
1367,120.598,30.0911,121.713,29.9572
1368,120.598,30.0911,121.554,29.8906
1369,120.598,30.0911,121.633,29.7736
1370,120.598,30.0911,121.586,29.8633
1371,120.598,30.0911,121.524,29.8506
1372,120.598,30.0911,120.598,30.0911
1373,120.605,29.9919,121.4,31.238
1374,120.605,29.9919,121.478,31.2036
1375,120.605,29.9919,121.467,31.3008
1376,120.605,29.9919,121.412,31.1654
1377,120.605,29.9919,121.536,31.2659
1378,120.605,29.9919,121.425,31.2261
1379,120.605,29.9919,121.703,31.1907
1380,120.605,29.9919,121.533,31.2284
1381,120.605,29.9919,121.577,31.2071
1382,120.605,29.9919,120.561,31.2472
1383,120.605,29.9919,120.628,31.2864
1384,120.605,29.9919,120.591,31.3019
1385,120.605,29.9919,120.596,31.3264
1386,120.605,29.9919,120.613,31.2703
